user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:53:27+00:00,"@mindandtrading #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:26+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/st6IU2ldoy","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
NinjaFT Feed,,Live look at NinjaFT activity!,2022-01-12 04:42:40+00:00,148,1,0,False,2022-02-27 23:53:18+00:00,"Sold! NinjaPet #162 #3/10 for $49.99
#nft #smartchain #metaverse #crypto https://t.co/GFZMNqjokK","['nft', 'smartchain', 'metaverse', 'crypto']",Zapier.com,False
NinjaFT Feed,,Live look at NinjaFT activity!,2022-01-12 04:42:40+00:00,148,1,0,False,2022-02-27 23:53:17+00:00,"Sold! NinjaPet #109 #5/10 for $49.99
#nft #smartchain #metaverse #crypto https://t.co/T357shE2sN","['nft', 'smartchain', 'metaverse', 'crypto']",Zapier.com,False
NinjaFT Feed,,Live look at NinjaFT activity!,2022-01-12 04:42:40+00:00,148,1,0,False,2022-02-27 23:53:16+00:00,"Sold! NinjaPet #164 #3/10 for $49.99
#nft #smartchain #metaverse #crypto https://t.co/4VFuJkuJg9","['nft', 'smartchain', 'metaverse', 'crypto']",Zapier.com,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:53:08+00:00,"@Pak55NFT Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",['NFT'],Twitter for Android,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:53:05+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/USt4UbjrsS","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:53:01+00:00,"@Geo7qNFT Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",['NFT'],Twitter for Android,False
tolong dollar,Indonesia,"DUNIA MAYA #BurningMaroo $Maroo  #XummCommunity. Solana Address👇
D5bsCANshp5GUVzJhJgqXBA8NWHYfwfbbWEL47fjzvUx",2020-05-17 14:42:40+00:00,51,1083,3055,False,2022-02-27 23:52:54+00:00,"@LocoMetaGlobal Good project don't Miss 🔥🔥
@ahmadallround
@ismail59940421
@ahmadghazi1809

#LocoMeta #LOCO #NFTs #Metaverse #BSC #smartchain #PlayToEarn #BNB #GameFi","['LocoMeta', 'LOCO', 'NFTs']",Twitter for Android,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:52:44+00:00,"@TwitterMktgID Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:52:37+00:00,"@DecryptableNFT Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:28+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/yCkCDO90ZO","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:24+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/P27GPR6drw","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
YourTeam Marketing,"P.O. Box 250202, Glendale, CA ",#YourTeam of Marketing Experts ready to make Your Brand known to the world!,2021-12-21 22:33:38+00:00,3,0,18,False,2022-02-27 23:52:24+00:00,"#METAVERSE - ‘meta’ and ‘universe’ - sounds like the future reality♾ 

It is expected to enable 3D or virtually-enhanced environments that provide users access to virtual reality and #augmentedreality experiences. https://t.co/dOch8AQhJe",['METAVERSE'],Twitter Web App,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:52:23+00:00,"@ChesterrNFT Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:52:20+00:00,"@FeggyPebbles @FEGtoken #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming']",Twitter for iPhone,False
#NearX Starfleet,Outer Space,Sniping floors for our Starfleet #HODLers Roadmap & LitePaper: https://t.co/KLbdHhLfso,2022-01-16 18:24:29+00:00,550,107,682,False,2022-02-27 23:52:18+00:00,"@CollectionistSt is building on the #Metaverse 🔥

The #NearXStarfleet is paying a visite👀

#Bullish #NEARnft #NFTSPACESHIP #Collab https://t.co/0kg4NXtSIx","['Metaverse', 'NearXStarfleet', 'Bullish', 'NEARnft']",Twitter for Android,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:11+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/pdjJy9USHn","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
DR PAPAR,"Manchester, England","Doc, HSE professional, Director ERYTHEIA H&C services, the goto to guy.#teamlfc!!!",2012-03-07 03:03:01+00:00,350,443,1379,False,2022-02-27 23:52:09+00:00,Whyyyyy sooooo serrriouss!! Make me laugh in the comments and I can turn that frown upside down…with some exclusive prizes @SmartBeast_nft is watching ! #NFT #lfc #CarabaoCupFinal #Etherum #Metaverse https://t.co/9t60cEJQNR,,Twitter for iPhone,False
@bettaezler,,"Betta lovers community
@bettaezler
~breeder
~info cupang
Wa:+62895631711973
Follow aja , keburuan iklan ini kehapus",2021-07-06 08:27:55+00:00,148,267,10,False,2022-02-27 23:52:08+00:00,"Check out my NFT listing on OpenSea! https://t.co/ZuZwZ7nTBL lewat @opensea 

#NFT #NFTGiveaway #nftart #NFTCommunity #NFTCommunity #Metaverse #SolarNetwork","['NFT', 'NFTGiveaway', 'nftart']",Twitter for Android,False
Tana,,,2021-09-06 09:19:56+00:00,18,262,744,False,2022-02-27 23:52:06+00:00,"@sekuyaofficial @binance My entry 
#Sekuya #SKUY #Metaverse #Metafi  @sekuyaofficial @binance https://t.co/Orw9H2YJQy","['Sekuya', 'SKUY', 'Metaverse', 'Metafi']",Twitter for Android,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:52:00+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfmXuhJ https://t.co/sSRaVNHKp5","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
FunMinder,"Panevėžys, Lietuva",Hello. Whats up guys.,2019-01-27 13:14:30+00:00,16,77,287,False,2022-02-27 23:51:55+00:00,"Go join Meta Pups Club  on discord because this community is really friendly and these NFT's ARE COLD!!🥶🥶

Click link to join this awesome community: https://t.co/z8phBZpLnO

#metapupsclub 
#NFT 
#Metaverse",,Twitter for Android,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:52+00:00,"@yogetoth Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",['NFT'],Twitter for Android,False
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:51:47+00:00,"@BestNFTDrops_io #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:45+00:00,"@_NftCollectors @cybotz_nft Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
un-banked,,"#Unbanked
#Crypto world",2022-02-03 11:08:43+00:00,6,13,15,False,2022-02-27 23:51:44+00:00,My new collection: EVOLUTION OF NFT (Ape 96 piece). Link in comments. NFT https://t.co/OKmnwDvZ7U new collection: EVOLUTION OF NFT (Ape 96 piece). Link in comments. NFT &gt;&gt;https://t.co/1bRuNWXnnm #nonfungibletoken #nft - #virtual #metaverse #meta #metaverse #crypto #defi #nft…,,IFTTT,False
beholder27,"New York, USA",My imagination is connected to a super consciousness where it has infinite possibilities. Enjoy the limitless of my imagination.,2020-09-23 14:10:41+00:00,108,73,1220,False,2022-02-27 23:51:42+00:00,"THIS PIECE NEEDS A BUYER 🔥🔥🔥🔥

GASLESS store!!  #NFT #NFTs #nftcollector #NFTinvestor #NFTmarketplace #NFTmarket #NFTmall #nftmemes #Metaverse 

https://t.co/CTdBfnf59h https://t.co/YsPutUvic8","['NFT', 'NFTs', 'nftcollector', 'NFTinvestor', 'NFTmarketplace', 'NFTmarket']",Twitter for iPhone,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:41+00:00,"@mia_nft_girl Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:37+00:00,"@Gavin_nft Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:27+00:00,"@MerryPals Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:51:27+00:00,"@krypto_tripp1 @Medi_Token #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming']",Twitter for iPhone,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:20+00:00,"@NFT_R3X Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",['NFT'],Twitter for Android,False
Mohsin Chaudhary.,,"I don’t usually lose my temper, But if i do, it’s true I’m scary",2021-11-15 13:56:20+00:00,483,807,505,False,2022-02-27 23:51:16+00:00,"🇺🇦STAND WITH UKRAINIAN🤎
BUY $UKRAINE
100% proceeds go to support Ukrainians suffering for the war

🤎BUY AND #STOPWAR
https://t.co/l1XoEwPYmI

#Metaverse #NFT #Airdrop $BTC $ETH #Vitalik $glmr $voxel $rare $slp $bnb $dome $fil $sys $ava $unfi $fxs $fun $sxp $dia $hukr $volt",,Twitter Web App,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:16+00:00,"@NftWhaw Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",['NFT'],Twitter for Android,False
MD KADER,,💯💯💯 FOLLOW BACK 💯💯 💯 FOLLOW BACK 💯💯 💯💯💯 FOLLOW BACK 💯💯 💯 FOLLOW BACK 💯💯,2020-05-22 10:58:59+00:00,6608,6789,9095,False,2022-02-27 23:51:12+00:00,I am sure many will be participating with this very generous contest by PDXcoin. Supporting this PDXcoin project can be a good decision anyone can make as this has one of the best potentials for growth. #PDXCoin #crypto-to-fiat #payments #banking #PDX #metaverse,,Twitter for Android,False
nôm (nkk2206.near)🎏,,https://t.co/EEvJYukqaB,2021-04-18 15:06:06+00:00,164,2223,2502,False,2022-02-27 23:51:12+00:00,"@AirdropStario nice project 
@nkk22694 
@namhd111 
@vancuongxc1 
#LocoMeta #LOCO #NFTs #Metaverse #BSC #smartchain #PlayToEarn #BNB #GameFi","['LocoMeta', 'LOCO', 'NFTs', 'Metaverse', 'BSC', 'smartchain', 'PlayToEarn', 'BNB', 'GameFi']",Twitter Web App,False
Ari Irvan Syahputra💎,,My art available on @daVinci_Gallery and @metatroneDAO. My art made by pixels arrangement and colour magic touch. Let's fly high with my NFTs. 🚀,2012-04-19 04:13:07+00:00,1075,392,3928,False,2022-02-27 23:51:10+00:00,"@babelonNFT Happy Monday ☕

Just droped on @davinci_gallery 

https://t.co/Hcuruf2Phz
⬆️BUY &amp; TRADE NOW!⬆️

🚀🚀🚀

#NFT #NFTs #NFTCommunity #NFTart #NFTartist #HarmonyONE #Metaverse #MetaverseNFT #davincigallery #NFTCollection #nftcollector $ONE #NFTGiveaway #NFTdrop #NFTProject .",,Twitter for Android,False
Lyxo🌿🌿,"Uyo,Akwa Ibom","Anatomist||Man utd faithful || Music freak || Stoner || Boob guy
.
.
Amma Stoner so wat?",2019-09-16 00:42:59+00:00,849,94,26422,False,2022-02-27 23:51:08+00:00,"@capefox_coin #MiniKishu is the next BIG project in #BSC. An ecosystem to combine the #gaming world, #staking and #NFT. You will fight, collect, and grow pups all while earning @minikishuNFT #NFTCommunity

We are also part of upcoming #metaverse game New Block City!

https://t.co/OGi6BpDqoG","['MiniKishu', 'BSC', 'gaming', 'staking']",Twitter for iPhone,False
